method,batches,mean_positives_found,mean_positive_coverage,mean_worst_case_objective,mean_realized_recourse_value,mean_positives_per_patrol_hour,mean_distance_km,mean_overtime_hours,mean_expected_unresolved_count,mean_positives_per_100km,mean_selected_candidate_neighbors_5km,mean_selected_nearest_candidate_km,mean_selected_nearest_selected_km,mean_clustered_selected_share,mean_isolated_high_risk_selected,mean_clustered_moderate_risk_selected
dro_recourse,6,2.0,0.642857,3.705961,2.401209,0.13042,131.580925,0.013595,0.005208,1.4605,10.217773,0.642625,0.999481,0.935673,0.666667,8.5
