date,method,event_id,risk,label,selected,nearest_candidate_km,candidate_neighbors_5km,nearest_selected_km,risk_group,spatial_group,category,source
2024-12-02,risk_first,38549,0.05935649,0,0,0.162738,21,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38548,0.05449357,0,0,0.008269,21,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38547,0.05954704,1,0,0.008269,21,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38546,0.05881635,0,0,0.092912,21,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38545,0.06049288,0,1,0.572023,9,1.600774,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38544,0.19778791,0,0,71.480346,0,0.0,moderate,isolated,工业企业,自查自报
2024-12-02,risk_first,38543,0.05717475,0,0,0.572023,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38542,0.36584491,0,1,0.092912,21,0.219328,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38540,0.36572615,0,1,0.001243,21,0.001243,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38541,0.36414193,0,1,0.001243,21,0.001243,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38539,0.36323353,0,1,0.002053,21,0.002053,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38538,0.36693093,0,1,0.013992,21,0.013992,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38537,0.36131129,0,1,0.001306,21,0.001306,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38536,0.36436231,0,1,0.013992,21,0.013992,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38534,0.36060466,0,1,0.001306,21,0.001306,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38535,0.36722133,0,1,0.014757,21,0.014757,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38533,0.36534802,0,1,0.014757,21,0.014757,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38532,0.36568876,0,1,0.019738,21,0.019738,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38531,0.36885394,0,1,0.008625,21,0.008625,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38530,0.05577853,0,0,0.803116,21,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38529,0.36636703,1,1,0.008625,21,0.008625,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38528,0.3679449,0,1,0.009436,21,0.009436,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38527,0.05721686,0,0,0.287956,9,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38526,0.36416087,0,1,0.009436,21,0.009436,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38525,0.05688557,0,0,0.287956,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38524,0.06019963,0,1,0.292357,9,1.600774,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38523,0.05661941,0,0,0.004044,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38522,0.05691694,0,0,0.004044,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38521,0.3620234,0,1,0.120417,21,0.120417,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38520,0.05916901,0,0,7.079308,0,0.0,moderate,isolated,工地道路-施工工地,自查自报
2024-12-02,risk_first,38519,0.36582329,0,1,0.128651,21,0.128651,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,risk_first,38518,0.21016969,0,1,0.439138,9,0.439138,moderate,clustered,工业企业,自查自报
2024-12-02,risk_first,38517,0.20715462,0,1,0.439138,9,0.439138,moderate,clustered,工业企业,自查自报
2024-12-02,risk_first,38516,0.05979299,0,0,0.026525,5,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38515,0.05484541,0,0,0.026525,5,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38514,0.05865033,0,0,0.448493,9,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38513,0.0543795,0,0,0.231071,5,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38512,0.06132235,0,1,0.116373,5,12.489967,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38511,0.05790033,0,0,0.087788,5,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,risk_first,38510,0.05610857,0,0,0.087788,5,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38549,0.05935649,0,1,0.162738,21,0.162738,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38548,0.05449357,0,0,0.008269,21,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38547,0.05954704,1,1,0.008269,21,0.162738,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38546,0.05881635,0,1,0.092912,21,0.092912,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38545,0.06049288,0,1,0.572023,9,0.572023,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38544,0.19778791,0,0,71.480346,0,0.0,moderate,isolated,工业企业,自查自报
2024-12-02,deterministic_sir,38543,0.05717475,0,1,0.572023,9,0.572023,low,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38542,0.36584491,0,1,0.092912,21,0.092912,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38540,0.36572615,0,1,0.001243,21,0.001243,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38541,0.36414193,0,1,0.001243,21,0.001243,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38539,0.36323353,0,1,0.002053,21,0.002053,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38538,0.36693093,0,1,0.013992,21,0.013992,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38537,0.36131129,0,1,0.001306,21,0.001306,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38536,0.36436231,0,1,0.013992,21,0.013992,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38534,0.36060466,0,1,0.001306,21,0.001306,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38535,0.36722133,0,1,0.014757,21,0.014757,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38533,0.36534802,0,1,0.014757,21,0.014757,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38532,0.36568876,0,1,0.019738,21,0.019738,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38531,0.36885394,0,1,0.008625,21,0.008625,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38530,0.05577853,0,0,0.803116,21,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38529,0.36636703,1,1,0.008625,21,0.008625,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38528,0.3679449,0,1,0.009436,21,0.009436,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38527,0.05721686,0,0,0.287956,9,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38526,0.36416087,0,1,0.009436,21,0.009436,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38525,0.05688557,0,0,0.287956,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38524,0.06019963,0,0,0.292357,9,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38523,0.05661941,0,1,0.004044,9,2.072042,low,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38522,0.05691694,0,0,0.004044,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38521,0.3620234,0,1,0.120417,21,0.120417,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38520,0.05916901,0,0,7.079308,0,0.0,moderate,isolated,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38519,0.36582329,0,1,0.128651,21,0.128651,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,deterministic_sir,38518,0.21016969,0,1,0.439138,9,2.929578,moderate,clustered,工业企业,自查自报
2024-12-02,deterministic_sir,38517,0.20715462,0,0,0.439138,9,0.0,moderate,clustered,工业企业,自查自报
2024-12-02,deterministic_sir,38516,0.05979299,0,0,0.026525,5,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38515,0.05484541,0,0,0.026525,5,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38514,0.05865033,0,0,0.448493,9,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38513,0.0543795,0,0,0.231071,5,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38512,0.06132235,0,0,0.116373,5,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38511,0.05790033,0,0,0.087788,5,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,deterministic_sir,38510,0.05610857,0,0,0.087788,5,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38549,0.05935649,0,0,0.162738,21,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38548,0.05449357,0,0,0.008269,21,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38547,0.05954704,1,0,0.008269,21,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38546,0.05881635,0,1,0.092912,21,0.092912,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38545,0.06049288,0,0,0.572023,9,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38544,0.19778791,0,0,71.480346,0,0.0,moderate,isolated,工业企业,自查自报
2024-12-02,saa_no_recourse,38543,0.05717475,0,0,0.572023,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38542,0.36584491,0,1,0.092912,21,0.092912,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38540,0.36572615,0,1,0.001243,21,0.001243,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38541,0.36414193,0,1,0.001243,21,0.001243,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38539,0.36323353,0,1,0.002053,21,0.002053,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38538,0.36693093,0,1,0.013992,21,0.013992,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38537,0.36131129,0,1,0.001306,21,0.001306,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38536,0.36436231,0,1,0.013992,21,0.013992,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38534,0.36060466,0,1,0.001306,21,0.001306,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38535,0.36722133,0,1,0.014757,21,0.014757,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38533,0.36534802,0,1,0.014757,21,0.014757,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38532,0.36568876,0,1,0.019738,21,0.019738,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38531,0.36885394,0,1,0.008625,21,0.008625,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38530,0.05577853,0,0,0.803116,21,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38529,0.36636703,1,1,0.008625,21,0.008625,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38528,0.3679449,0,1,0.009436,21,0.009436,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38527,0.05721686,0,0,0.287956,9,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38526,0.36416087,0,1,0.009436,21,0.009436,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38525,0.05688557,0,1,0.287956,9,1.183343,low,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38524,0.06019963,0,0,0.292357,9,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38523,0.05661941,0,0,0.004044,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38522,0.05691694,0,0,0.004044,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38521,0.3620234,0,1,0.120417,21,0.120417,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38520,0.05916901,0,0,7.079308,0,0.0,moderate,isolated,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38519,0.36582329,0,1,0.128651,21,0.128651,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,saa_no_recourse,38518,0.21016969,0,1,0.439138,9,0.439138,moderate,clustered,工业企业,自查自报
2024-12-02,saa_no_recourse,38517,0.20715462,0,1,0.439138,9,0.439138,moderate,clustered,工业企业,自查自报
2024-12-02,saa_no_recourse,38516,0.05979299,0,0,0.026525,5,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38515,0.05484541,0,0,0.026525,5,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38514,0.05865033,0,1,0.448493,9,1.183343,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38513,0.0543795,0,0,0.231071,5,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38512,0.06132235,0,0,0.116373,5,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38511,0.05790033,0,0,0.087788,5,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,saa_no_recourse,38510,0.05610857,0,0,0.087788,5,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38549,0.05935649,0,0,0.162738,21,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38548,0.05449357,0,0,0.008269,21,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38547,0.05954704,1,1,0.008269,21,1.770546,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38546,0.05881635,0,0,0.092912,21,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38545,0.06049288,0,1,0.572023,9,3.369608,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38544,0.19778791,0,0,71.480346,0,0.0,moderate,isolated,工业企业,自查自报
2024-12-02,two_stage_recourse,38543,0.05717475,0,0,0.572023,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38542,0.36584491,0,1,0.092912,21,0.219328,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38540,0.36572615,0,1,0.001243,21,0.001243,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38541,0.36414193,0,1,0.001243,21,0.001243,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38539,0.36323353,0,1,0.002053,21,0.002053,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38538,0.36693093,0,1,0.013992,21,0.013992,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38537,0.36131129,0,1,0.001306,21,0.001306,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38536,0.36436231,0,1,0.013992,21,0.013992,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38534,0.36060466,0,1,0.001306,21,0.001306,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38535,0.36722133,0,1,0.014757,21,0.014757,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38533,0.36534802,0,1,0.014757,21,0.014757,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38532,0.36568876,0,1,0.019738,21,0.019738,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38531,0.36885394,0,1,0.008625,21,0.008625,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38530,0.05577853,0,0,0.803116,21,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38529,0.36636703,1,1,0.008625,21,0.008625,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38528,0.3679449,0,1,0.009436,21,0.009436,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38527,0.05721686,0,0,0.287956,9,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38526,0.36416087,0,1,0.009436,21,0.009436,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38525,0.05688557,0,0,0.287956,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38524,0.06019963,0,0,0.292357,9,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38523,0.05661941,0,0,0.004044,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38522,0.05691694,0,0,0.004044,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38521,0.3620234,0,1,0.120417,21,0.120417,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38520,0.05916901,0,0,7.079308,0,0.0,moderate,isolated,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38519,0.36582329,0,1,0.128651,21,0.128651,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,two_stage_recourse,38518,0.21016969,0,1,0.439138,9,0.439138,moderate,clustered,工业企业,自查自报
2024-12-02,two_stage_recourse,38517,0.20715462,0,1,0.439138,9,0.439138,moderate,clustered,工业企业,自查自报
2024-12-02,two_stage_recourse,38516,0.05979299,0,0,0.026525,5,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38515,0.05484541,0,0,0.026525,5,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38514,0.05865033,0,0,0.448493,9,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38513,0.0543795,0,0,0.231071,5,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38512,0.06132235,0,1,0.116373,5,12.489967,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38511,0.05790033,0,0,0.087788,5,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,two_stage_recourse,38510,0.05610857,0,0,0.087788,5,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38549,0.05935649,0,0,0.162738,21,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38548,0.05449357,0,1,0.008269,21,0.008269,low,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38547,0.05954704,1,1,0.008269,21,0.008269,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38546,0.05881635,0,0,0.092912,21,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38545,0.06049288,0,1,0.572023,9,2.460012,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38544,0.19778791,0,0,71.480346,0,0.0,moderate,isolated,工业企业,自查自报
2024-12-02,dro_recourse,38543,0.05717475,0,0,0.572023,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38542,0.36584491,0,1,0.092912,21,0.219328,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38540,0.36572615,0,1,0.001243,21,0.001243,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38541,0.36414193,0,1,0.001243,21,0.001243,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38539,0.36323353,0,1,0.002053,21,0.002053,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38538,0.36693093,0,1,0.013992,21,0.013992,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38537,0.36131129,0,1,0.001306,21,0.001306,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38536,0.36436231,0,1,0.013992,21,0.013992,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38534,0.36060466,0,1,0.001306,21,0.001306,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38535,0.36722133,0,1,0.014757,21,0.014757,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38533,0.36534802,0,1,0.014757,21,0.014757,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38532,0.36568876,0,1,0.019738,21,0.019738,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38531,0.36885394,0,1,0.008625,21,0.008625,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38530,0.05577853,0,0,0.803116,21,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38529,0.36636703,1,1,0.008625,21,0.008625,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38528,0.3679449,0,1,0.009436,21,0.009436,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38527,0.05721686,0,0,0.287956,9,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38526,0.36416087,0,1,0.009436,21,0.009436,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38525,0.05688557,0,0,0.287956,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38524,0.06019963,0,0,0.292357,9,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38523,0.05661941,0,0,0.004044,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38522,0.05691694,0,0,0.004044,9,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38521,0.3620234,0,1,0.120417,21,0.120417,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38520,0.05916901,0,0,7.079308,0,0.0,moderate,isolated,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38519,0.36582329,0,1,0.128651,21,0.128651,high,clustered,其他面源-固定餐饮,自查自报
2024-12-02,dro_recourse,38518,0.21016969,0,1,0.439138,9,0.439138,moderate,clustered,工业企业,自查自报
2024-12-02,dro_recourse,38517,0.20715462,0,1,0.439138,9,0.439138,moderate,clustered,工业企业,自查自报
2024-12-02,dro_recourse,38516,0.05979299,0,0,0.026525,5,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38515,0.05484541,0,0,0.026525,5,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38514,0.05865033,0,1,0.448493,9,2.460012,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38513,0.0543795,0,0,0.231071,5,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38512,0.06132235,0,0,0.116373,5,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38511,0.05790033,0,0,0.087788,5,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-02,dro_recourse,38510,0.05610857,0,0,0.087788,5,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-03,risk_first,38667,0.05743321,0,0,11.461578,0,0.0,moderate,isolated,工地道路-施工工地,自查自报
2024-12-03,risk_first,38666,0.06130264,0,1,0.004966,10,0.744248,moderate,clustered,工地道路-施工工地,自查自报
2024-12-03,risk_first,38665,0.05707662,0,0,0.004966,10,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-03,risk_first,38664,0.05487633,0,0,0.012191,10,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-03,risk_first,38663,0.05904493,0,0,2.301859,1,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-03,risk_first,38662,0.05826078,0,0,2.301859,1,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-03,risk_first,38661,0.05793735,0,1,0.510528,10,0.744248,moderate,clustered,工地道路-施工工地,自查自报
2024-12-03,risk_first,38660,0.05569992,0,0,0.510528,10,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-03,risk_first,38659,0.36584722,0,1,0.001365,10,0.001365,high,clustered,其他面源-固定餐饮,自查自报
2024-12-03,risk_first,38658,0.35973684,0,1,0.001365,10,0.001365,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-03,risk_first,38657,0.36807493,0,1,0.001474,10,0.001474,high,clustered,其他面源-固定餐饮,自查自报
2024-12-03,risk_first,38654,0.05712723,0,1,1.094978,10,1.411558,moderate,clustered,工地道路-施工工地,自查自报
2024-12-03,risk_first,38655,0.05706609,0,0,0.001365,11,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-03,risk_first,38656,0.36383283,0,1,0.00415,10,0.00415,high,clustered,其他面源-固定餐饮,自查自报
2024-12-03,risk_first,38652,0.36719668,0,1,0.00415,10,0.00415,high,clustered,其他面源-固定餐饮,自查自报
2024-12-03,risk_first,38653,0.05686945,0,0,0.001365,11,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-03,risk_first,38651,0.05972648,0,0,0.002992,11,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-03,risk_first,38650,0.06335417,0,1,0.14712,10,0.14712,moderate,clustered,工地道路-施工工地,自查自报
2024-12-03,risk_first,38649,0.36763739,0,1,0.075531,10,0.075531,high,clustered,其他面源-固定餐饮,自查自报
2024-12-03,risk_first,38648,0.06071845,0,0,0.157746,11,0.0,moderate,clustered,工地道路-施工工地,自查自报
2024-12-03,risk_first,38646,0.36529384,0,1,0.000868,10,0.000868,high,clustered,其他面源-固定餐饮,自查自报
2024-12-03,risk_first,38647,0.05559868,0,0,0.157746,11,0.0,low,clustered,工地道路-施工工地,自查自报
2024-12-03,risk_first,38645,0.36674645,0,1,0.001991,10,0.001991,high,clustered,其他面源-固定餐饮,自查自报
2024-12-03,risk_first,38644,0.36711492,0,1,0.000868,10,0.000868,high,clustered,其他面源-固定餐饮,自查自报
2024-12-03,risk_first,38643,0.36526226,0,1,0.003698,10,0.003698,high,clustered,其他面源-固定餐饮,自查自报
2024-12-03,risk_first,38642,0.36291339,0,1,0.01285,10,0.01285,moderate,clustered,其他面源-固定餐饮,自查自报
2024-12-03,risk_first,38641,0.36642116,0,1,0.016648,10,0.016648,high,clustered,其他面源-固定餐饮,自查自报
