method,batches,mean_positives_found,mean_positive_coverage,mean_worst_case_objective,mean_realized_recourse_value,mean_positives_per_patrol_hour,mean_distance_km,mean_overtime_hours,mean_expected_unresolved_count,mean_positives_per_100km,mean_selected_candidate_neighbors_5km,mean_selected_nearest_candidate_km,mean_selected_nearest_selected_km,mean_clustered_selected_share,mean_isolated_high_risk_selected,mean_clustered_moderate_risk_selected
dro_recourse,6,2.0,0.642857,5.592934,2.406114,0.128311,139.273708,0.009299,0.0,1.36343,10.122421,0.589331,0.961487,0.938847,0.666667,8.333333
