method,batches,mean_positives_found,mean_positive_coverage,mean_worst_case_objective,mean_realized_recourse_value,mean_positives_per_patrol_hour,mean_distance_km,mean_overtime_hours,mean_expected_unresolved_count,mean_positives_per_100km,mean_selected_candidate_neighbors_5km,mean_selected_nearest_candidate_km,mean_selected_nearest_selected_km,mean_clustered_selected_share,mean_isolated_high_risk_selected,mean_clustered_moderate_risk_selected
dro_recourse,6,2.0,0.642857,4.54764,2.406192,0.128836,138.899083,0.009297,0.078125,1.362129,10.248538,0.390266,0.786404,0.969841,0.5,8.333333
