method,batches,mean_positives_found,mean_positive_coverage,mean_worst_case_objective,mean_realized_recourse_value,mean_positives_per_patrol_hour,mean_distance_km,mean_overtime_hours,mean_expected_unresolved_count,mean_positives_per_100km,mean_selected_candidate_neighbors_5km,mean_selected_nearest_candidate_km,mean_selected_nearest_selected_km,mean_clustered_selected_share,mean_isolated_high_risk_selected,mean_clustered_moderate_risk_selected
dro_recourse,6,1.833333,0.559524,5.978386,2.172253,0.118589,134.87424,0.00607,0.0,1.290641,10.429389,0.57753,0.940707,0.941137,0.666667,9.166667
